"統計表ID","政府統計名","作成期間名","提供統計及び提供分類名","表題","提供周期","調査年月","公開日","小地域属性"
"0003038647","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038648","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038649","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038650","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038651","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038652","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038653","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038654","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038655","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038656","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201005","2011-03-31","0"
"0003038663","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038664","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038665","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038666","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038667","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038668","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038669","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038670","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038671","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038672","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038673","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038690","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038692","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038693","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038694","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038695","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038696","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038697","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038698","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038699","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038700","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038701","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201006","2011-03-31","0"
"0003038703","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038704","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038705","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038706","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038707","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038708","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038709","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038710","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038711","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038712","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038713","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038716","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038718","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038719","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038720","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038721","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038722","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038723","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038724","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038725","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038726","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038727","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201007","2011-03-31","0"
"0003038730","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038731","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038732","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038733","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038734","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038735","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038736","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038737","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038738","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038739","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038740","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038750","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038752","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038753","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038754","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038755","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038756","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038757","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038758","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038759","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038760","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038761","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201008","2011-03-31","0"
"0003038770","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038771","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038772","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038773","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038774","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038775","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038776","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038777","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038778","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038779","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038780","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038794","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038796","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038797","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038798","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038799","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038800","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038801","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038802","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038803","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038804","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038805","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201009","2011-03-31","0"
"0003038808","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038809","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038810","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038811","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038812","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038813","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038814","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038815","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038816","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038817","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038818","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038820","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038822","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038823","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038824","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038825","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038826","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038827","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038828","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038829","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038830","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038831","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201010","2011-03-31","0"
"0003038870","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038871","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038872","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038873","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038874","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038875","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038876","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038877","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038878","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038879","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038880","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038882","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038884","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038885","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038886","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038887","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038888","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038889","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038890","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038891","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038892","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038893","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201011","2011-03-31","0"
"0003038896","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038897","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038898","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038899","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038900","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038901","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038902","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038903","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038904","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038905","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038906","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038908","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038910","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038911","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038912","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038913","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038914","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
"0003038915","00550200 経済産業省生産動態統計調査","00550 経済産業省","経済産業省生産動態統計 化学工業統計 確報（１）生産・出荷・在庫統計","","月次","201012","2011-03-31","0"
